Freq.	V(vout)
1.14815362149687e+003	(-1.38853231358339e+000dB,1.30580865947715e+002°)
1.17489755493952e+003	(-1.36119237177526e+000dB,1.28773627589165e+002°)
1.20226443461740e+003	(-1.33886655266481e+000dB,1.26885561086577e+002°)
1.23026877081237e+003	(-1.32250653862005e+000dB,1.24914616099749e+002°)
1.25892541179416e+003	(-1.31315737214746e+000dB,1.22859244586760e+002°)
1.28824955169312e+003	(-1.31195447124863e+000dB,1.20718530474710e+002°)
1.31825673855640e+003	(-1.32011670997552e+000dB,1.18492328648516e+002°)
1.34896288259164e+003	(-1.33893479135214e+000dB,1.16181408324652e+002°)
1.38038426460287e+003	(-1.36975425287606e+000dB,1.13787593841052e+002°)
1.41253754462274e+003	(-1.41395267456930e+000dB,1.11313893838677e+002°)
1.44543977074591e+003	(-1.47291102275220e+000dB,1.08764608026923e+002°)
1.47910838816819e+003	(-1.54797955889397e+000dB,1.06145399593387e+002°)
1.51356124843619e+003	(-1.64043934572495e+000dB,1.03463321259258e+002°)
1.54881661891247e+003	(-1.75146103425502e+000dB,1.00726784375603e+002°)
1.58489319246110e+003	(-1.88206322626745e+000dB,9.79454635333623e+001°)
1.62181009735891e+003	(-2.03307316700646e+000dB,9.51301338859426e+001°)
1.65958690743754e+003	(-2.20509272119372e+000dB,9.22924443758433e+001°)
1.69824365246173e+003	(-2.39847243811447e+000dB,8.94446365820869e+001°)
1.73780082874936e+003	(-2.61329598859427e+000dB,8.65992249768111e+001°)
1.77827941003891e+003	(-2.84937640057854e+000dB,8.37686589556955e+001°)
1.81970085860997e+003	(-3.10626444463107e+000dB,8.09649892404239e+001°)
1.86208713666285e+003	(-3.38326839006099e+000dB,7.81995607115137e+001°)
1.90546071796323e+003	(-3.67948334361279e+000dB,7.54827505216220e+001°)
1.94984459975803e+003	(-3.99382764431373e+000dB,7.28237650742780e+001°)
1.99526231496886e+003	(-4.32508340808011e+000dB,7.02305030823558e+001°)
2.04173794466951e+003	(-4.67193830771636e+000dB,6.77094854930363e+001°)
2.08929613085402e+003	(-5.03302598462660e+000dB,6.52658474898719e+001°)
2.13796208950221e+003	(-5.40696302006854e+000dB,6.29033836626050e+001°)
2.18776162394953e+003	(-5.79238103244707e+000dB,6.06246350151579e+001°)
2.23872113856832e+003	(-6.18795310893337e+000dB,5.84310056827318e+001°)
2.29086765276775e+003	(-6.59241434674449e+000dB,5.63228977482179e+001°)
2.34422881531990e+003	(-7.00457672620796e+000dB,5.42998539781947e+001°)
2.39883291901947e+003	(-7.42333884875852e+000dB,5.23607002271018e+001°)
2.45470891568501e+003	(-7.84769125545579e+000dB,5.05036813353356e+001°)
2.51188643150955e+003	(-8.27671811646467e+000dB,4.87265863187659e+001°)
2.57039578276884e+003	(-8.70959607600936e+000dB,4.70268603577135e+001°)
2.63026799189535e+003	(-9.14559097732276e+000dB,4.54017024709489e+001°)
2.69153480392689e+003	(-9.58405310119041e+000dB,4.38481487948005e+001°)
2.75422870333814e+003	(-1.00244114477943e+001dB,4.23631421082901e+001°)
2.81838293126442e+003	(-1.04661674873558e+001dB,4.09435887019863e+001°)
2.88403150312658e+003	(-1.09088887085418e+001dB,3.95864039371437e+001°)
2.95120922666635e+003	(-1.13522022090467e+001dB,3.82885479365880e+001°)
3.01995172040198e+003	(-1.17957885018527e+001dB,3.70470528365993e+001°)
3.09029543251356e+003	(-1.22393756533165e+001dB,3.58590429477373e+001°)
3.16227766016835e+003	(-1.26827338243213e+001dB,3.47217490512347e+001°)
3.23593656929625e+003	(-1.31256702516358e+001dB,3.36325179173737e+001°)
3.31131121482588e+003	(-1.35680246815629e+001dB,3.25888179876949e+001°)
3.38844156139199e+003	(-1.40096652501879e+001dB,3.15882420233563e+001°)
3.46736850452528e+003	(-1.44504847925031e+001dB,3.06285073930326e+001°)
3.54813389233572e+003	(-1.48903975550315e+001dB,2.97074545582613e+001°)
3.63078054770097e+003	(-1.53293362821993e+001dB,2.88230442130973e+001°)
